sentence,claim_ground_truth,claim_prediction
" Mariano Este programa sobre una sentencia firme, sobre una posición, sobre una sobre sobre la posición definitiva de la justicia.",0,0
" Et il s’avère qu’à cinq jours, ils n’ont pas été en mesure d’acheter.",0,0
" En este mismo período, el número de personas detenidas por su posible implicación en actividades ilícitas y vinculadas al tráfico de drogas y contrabando simplemente en el Campo de Gibraltar fue de 1806, lo cual ha supuesto un incremento del 30 por ciento de personas detenidas respecto a periodos anteriores",1,1
" Congreso Yo hace dos años cubría como periodista este del Partido Popular, ese congreso extraordinario.",0,0
 The Permanent Deputation this week.,0,0
" Pues le agradezco mucho la pregunta porque me dijo sígueme a mi terreno, donde me fue bien distinto más cómodo que es el del derecho, eh?",0,0
", Y yo creo que modestamente con el peso modesto que tenemos.",0,0
 Y usted les decía hace unos meses o hace unas semanas que sus puestos de trabajo estaban garantizados.,0,0
 Mañana eso será gran parte de la discusión con mi homólogo polaco.,0,0
" That is, the situation of the building deteriorates and nothing happens.",0,0
" Eh bien, je suis vice-secrétaire à la Communication depuis près d’un an maintenant et je suis absolument certain que ce que je vais vous dire maintenant aura entendu parler de moi dans certaines des entrevues que nous avons eu l’occasion de faire à TV3.",0,0
", La Biélorussie, comme je l’ai dit, fera l’objet de discussions lors de ce sommet extraordinaire des dirigeants de l’Union européenne.",0,0
" Cela dit, si nous continuons à faire confiance à cela, nous sommes toujours confiants.",0,0
 Et ils nous ont dit qu’ils allaient revoir leurs indicateurs chaque semaine.,0,0
 Première question Quand allons-nous obtenir le vaccin béni en Espagne?,0,0
 Je m’appelle Borja et j’envoie cette question à la ministre Yolanda Díaz de Madrid.,0,0
 Si se puede.,0,0
" Because where we manage the People's Citizen Party coalition, our management model is the model of success, it is the model of triumph, it is the model of bringing forward the real problems of citizens in the economy in employment for industry for the self-employed, etc.",0,0
" Nacionalista Esas puertas giratorias para los que tienen carné del Partido Vasco y carné del Partido Socialista aquí en esta tierra, y por eso no les interesa la buena gestión, lo dejan a un lado.",0,0
" Entonces, efectivamente, trabajaremos ahora, a partir de septiembre, en si hay algún sector o no hay o en qué línea tienen que ir estas cosas.",0,0
" Convenons immédiatement et pour toutes de modifier la loi organique de la magistrature et que les membres du Conseil général de la magistrature sont élus, ces 12 sur 20, par les juges et les magistrats, entre juges et magistrats, et qu’ils ne sont pas pollués par la politique et que les citoyens espagnols ne soupçonnent pas la politisation de la justice, c’est que l’une des viandes est ouverte quand ils voient les études de la Commission européenne que la Commission européenne dit que L’Espagne, derrière la Pologne, est le.",1,1
 Ils sont restés et j’espère que nous pourrons parvenir dans les semaines à venir et dans les prochains mois à une solution négociée au bénéfice de tous.,0,0
 Tenemos que decir que el acuerdo logrado por el Consejo Europeo es bueno para España.,0,0
 C'est compliqué.,0,0
" Nunca se ha reunido ningún presidente del Gobierno, más de lo que yo lo he hecho en un período tan corto de tiempo.",1,0
" Y mientras sigamos por ese camino y sigamos siendo útiles a los españoles y a las españolas, pues consideraremos ese gobierno fuerte y sostenible y sostenido como está ahora.",0,0
" Vale para Holanda, Dinamarca o Austria.",0,0
" And if they occur, obviously the corresponding quarantine can be maintained.",0,0
" It is true that I have been in political life for more than a year, but if there is one thing I am clear, of course, understanding of the role of politicians now is that as it rightly says on the other side, but also that of journalists.",0,0
 I appreciate you knowing you're here for the summer.,0,0
" Que le public constate qu’il y a un renouvellement, peu importe qui occupe le pouvoir à un moment donné, mais que les institutions remplissent la tâche constitutionnelle pour laquelle elles ont été créées.",0,0
" Monsieur le Ministre, je vous félicite tout d’abord pour le travail que vous et l’équipe du ministère avez accompli en période d’énormes difficultés pour notre pays et pour le secteur du tourisme.",0,0
 C’est le miracle de la société espagnole et de bien faire les choses et en proportion.,0,0
" Par conséquent, je serais imprudent.",0,0
 Todo eso se ha hecho con el concurso de alguien con el silencio cómplice de alguien y por lo tanto por supuesto que hay que investigarlo.,0,0
 Esa es.,0,0
" Bueno, sin duda, como bien ha manifestado el ministro, ya estamos preocupados, pero también es verdad que están funcionando los indicadores de alerta temprana.",0,0
 También para poner la economía extra dentro de tres semanas que es lo más.,0,0
 Le processus de données est très mauvais.,0,0
" Now more than ever, when we are talking about recovering the economy of creating jobs, of competing to re-sustain the state welfare, it is essential to make it very clear that this is done from the company and we must help the hour in these difficult times in its liquidity.",0,0
 No exactamente lo mismo.,0,0
" I would only remember another issue all institutions, all the institutions of a state, have to commit to constitutional values and it seems a lie that there are still people who forget.",0,0
" I mean, there are territories where you can better get a thousand punches and there are others where you don't. That is, it will depend on the autonomous community, it will depend on the deputation on duty will depend on the mayor on duty, where somehow it allows you to put into value putting in motion activities or not.",0,0
 You insist on the joint candidacy with the PP.,0,0
 C’est aussi important.,0,0
" Creo que los hechos son muy graves y la gente está esperando que Felipe Sexto como jefe de Estado y miembro pendiente de la Casa Real, informe sobre paradero y las condiciones de vida de su padre, así como las razones de su salida del país.",0,0
" Del malo, pues es esa estrategia política y electoral de Torra.",0,0
" Indeed, that's to that magnitude.",0,0
 In that context.,0,0
 Al paso con el paso del tiempo a medida que las economías se van reabriendo.,0,0
" I tell you the People's Party, of course, that every person who is part of the People's Party has our small differences, but in essence I assure you that we all absolutely agree.",0,0
 You're no longer Basque because you're a nationalist.,0,0
" It's, uh.",0,0
" Je suppose qu’aujourd’hui, ils ont annoncé qu’ils affecteraient les habitants de La Caleta et Barcelone elle-même et sa région métropolitaine.",0,1
 So the EPA data is terrible.,0,0
" Venganza por no vivir con rencor, sino con esperanza y con el convencimiento de que juntos derrotamos a los terroristas para que nadie más volviera a pasar lo que les pasó a su hermano y a su hijo.",0,0
" Por ejemplo, ahora mismo hay 270 mil personas en España que tienen reconocida la prestación, pero que no reciben los recursos comprometidos.",1,1
 C’est pour tout le monde.,0,0
" Nosotros hemos empujado mucho sobre todos los planes de Europa, porque cuando hablamos de despoblación entenderme.",0,0
" A concrete aspect of the protocol that this is a matter of controversy, but the vast majority, 95 per cent absolutely in this area and agreement and therefore we have to move forward.",0,1
 Por tanto se trata a veces de reformas en el marco regulatorio para que las señales sean las adecuadas sin que eso suponga más coste.,0,0
" Parce que je crois aussi que la dignité non seulement du travail, mais aussi de l’hébergement par exemple, comme l’ont déjà mentionné les temporalistes dans quelque chose qui est lié à la réputation d’un pays comme l’Espagne, qui a fait une avancée impressionnante au cours des 40 dernières années, mais qui doit également englober et continuer à le faire du point de vue des droits sociaux et du respect des personnes.",0,0
" Entonces, esto es lo que le puedo decir ya con la legislación hoy con la que está hoy en vigor el Gobierno.",0,0
 Confinement isn't as simple as that.,0,0
 Gracias a todos.,0,0
" I mean, you'll see what happened in Europe.",0,0
 Communities are proposed to review licenses and agreements for these residences that also revise agreements with the private sector.,0,0
" We have developed the campaign operation operation Summer, like all campaigns and I know it will have its positive and negative reviews.",0,0
 Entonces me ha confesado que sale todas las mañanas a correr una labradora negra por el monte.,0,0
" Italia, por ejemplo está todavía algo temerosa respecto se descuelga del acuerdo, va a acoger a los viajeros comunitarios, pero se blinda al resto.",0,0
